"","gameId","player","shootingTeamName","defendingTeamName","homeTeam","awayTeam","month","x","y","is.penalty","is.goal","expG"
"26",915201,17,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",79.4,61.8,FALSE,FALSE,0.0912487808093502
"69",915201,88,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",90.6,55.8,FALSE,FALSE,0.0694735399212249
"102",915201,88,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",90.2,45.4,FALSE,TRUE,0.0948428128714222
"105",915201,88,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",82.2,34.2,FALSE,TRUE,0.0427099706216555
"513",915201,6224,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",75.9,74.6,FALSE,FALSE,0.0192014396018803
"649",915201,6403,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",93.2,51.8,FALSE,FALSE,0.110499524677861
"650",915201,6403,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",88.8,68.2,FALSE,FALSE,0.0334363050699377
"653",915201,6403,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",91.5,61.5,FALSE,FALSE,0.0247872805195626
"1263",915201,19267,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",87.2,24.3,FALSE,FALSE,0.0255069459459342
"1275",915201,19267,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",78.2,66.6,FALSE,FALSE,0.0900601408553552
"1298",915201,19267,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",72.3,59.1,FALSE,FALSE,0.026272576894522
"1370",915201,20129,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",87.9,51,FALSE,FALSE,0.0388089392487059
"1920",915201,24698,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",92.4,51.2,FALSE,TRUE,0.160335071278875
"1922",915201,24698,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",73.7,56.7,FALSE,FALSE,0.031033853891157
"2438",915201,28112,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",84.6,76.9,FALSE,FALSE,0.0226747282602343
"2451",915201,28112,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",70.4,48.1,FALSE,FALSE,0.0527498455884015
"2452",915201,28112,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",85.8,54.6,FALSE,FALSE,0.11102038648245
"2502",915201,28488,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",83.6,76.3,FALSE,FALSE,0.0189430454034858
"4024",915201,72784,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",74.4,47.4,FALSE,FALSE,0.0351505255579646
"4034",915201,72784,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",76.7,65.2,FALSE,FALSE,0.0288499005053262
"4042",915201,72784,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",96.6,34,FALSE,FALSE,0.0892107018239445
"4406",915201,85031,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",90.1,38.9,FALSE,FALSE,0.024095796540851
"4802",915201,98826,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",88.9,58.8,FALSE,FALSE,0.124529742117077
"4849",915201,98826,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",87.6,56.9,FALSE,TRUE,0.125255538762705
"4938",915201,99243,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",86,54.4,FALSE,TRUE,0.147416143567241
"6013",915201,122132,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",85.6,59.8,FALSE,FALSE,0.0854989143542979
"6025",915201,122132,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",85.3,59,FALSE,FALSE,0.0250739157762533
"6204",915201,125537,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",95.4,53.4,FALSE,TRUE,0.594635071513768
"6253",915201,125583,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",70.3,61.5,FALSE,FALSE,0.0223281765027326
"6367",915201,126728,"L.A. Galaxy","Portland","L.A. Galaxy","Portland","October",75.2,31.6,FALSE,FALSE,0.019783622364941
"8301",915201,98826,"Portland","L.A. Galaxy","L.A. Galaxy","Portland","October",88.5,50,TRUE,TRUE,0.7757009
"379",915200,5252,"Seattle","Houston","Houston","Seattle","October",87.1,47.3,FALSE,FALSE,0.330298828866083
"406",915200,5252,"Seattle","Houston","Houston","Seattle","October",98.6,50.9,FALSE,TRUE,0.576375549022933
"1075",915200,13810,"Houston","Seattle","Houston","Seattle","October",80.1,60,FALSE,FALSE,0.0504828707718135
"1077",915200,13810,"Houston","Seattle","Houston","Seattle","October",78.5,34.2,FALSE,FALSE,0.0332372056661691
"1122",915200,16369,"Seattle","Houston","Houston","Seattle","October",75,70.8,FALSE,FALSE,0.020853579097601
"1135",915200,16369,"Seattle","Houston","Houston","Seattle","October",90.9,50.9,FALSE,FALSE,0.0670813405096143
"1144",915200,16369,"Seattle","Houston","Houston","Seattle","October",89,49.1,FALSE,FALSE,0.210476751423885
"1660",915200,23523,"Houston","Seattle","Houston","Seattle","October",77.5,56.5,FALSE,TRUE,0.0454983782311674
"2557",915200,28625,"Houston","Seattle","Houston","Seattle","October",75.1,46.6,FALSE,FALSE,0.0819400703581765
"4880",915200,99233,"Houston","Seattle","Houston","Seattle","October",86.6,43.3,FALSE,FALSE,0.117791026752211
"4889",915200,99233,"Houston","Seattle","Houston","Seattle","October",94,55.5,FALSE,FALSE,0.173176063413721
"4890",915200,99233,"Houston","Seattle","Houston","Seattle","October",89.3,29.8,FALSE,FALSE,0.114933619961955
"4909",915200,99233,"Houston","Seattle","Houston","Seattle","October",92.3,28.1,FALSE,FALSE,0.0426651604076933
"5841",915200,113434,"Seattle","Houston","Houston","Seattle","October",89.9,53.7,FALSE,FALSE,0.219320220578713
"6166",915200,125498,"Houston","Seattle","Houston","Seattle","October",86.6,38.6,FALSE,FALSE,0.0830404427614903
"8168",915200,283388,"Houston","Seattle","Houston","Seattle","October",93.8,42.5,FALSE,FALSE,0.0844600102175592
"8169",915200,283388,"Houston","Seattle","Houston","Seattle","October",86.8,32.4,FALSE,FALSE,0.0499246190656071
"711",915199,9719,"Philadelphia","New York","New York","Philadelphia","October",71.3,49.3,FALSE,FALSE,0.0521200423898763
"712",915199,9719,"Philadelphia","New York","New York","Philadelphia","October",93.5,65.5,FALSE,FALSE,0.0743288175265205
"737",915199,10718,"New York","Philadelphia","New York","Philadelphia","October",97.6,52.6,FALSE,TRUE,0.746979163596613
"751",915199,10718,"New York","Philadelphia","New York","Philadelphia","October",91,47.9,FALSE,FALSE,0.338120268394864
"755",915199,10718,"New York","Philadelphia","New York","Philadelphia","October",89.3,51.8,FALSE,FALSE,0.264966974924271
"784",915199,10718,"New York","Philadelphia","New York","Philadelphia","October",76.9,73,FALSE,FALSE,0.0266660603988501
"804",915199,10718,"New York","Philadelphia","New York","Philadelphia","October",91.3,41.3,FALSE,FALSE,0.209388151022806
"3017",915199,30719,"New York","Philadelphia","New York","Philadelphia","October",94.6,41.2,FALSE,FALSE,0.0634122845690458
"3124",915199,31740,"New York","Philadelphia","New York","Philadelphia","October",92.7,58.8,FALSE,FALSE,0.1767902669251
"3147",915199,31773,"New York","Philadelphia","New York","Philadelphia","October",74.5,57.9,FALSE,FALSE,0.0433132782221801
"3803",915199,72566,"Philadelphia","New York","New York","Philadelphia","October",87.3,36.9,FALSE,TRUE,0.0773836246446585
"3819",915199,72566,"Philadelphia","New York","New York","Philadelphia","October",89.2,61,FALSE,FALSE,0.0267505750422091
"4628",915199,90399,"Philadelphia","New York","New York","Philadelphia","October",82.2,51.5,FALSE,FALSE,0.0839504073492659
"4668",915199,90399,"Philadelphia","New York","New York","Philadelphia","October",91.6,37.5,FALSE,FALSE,0.0960768915409932
"5437",915199,111718,"Philadelphia","New York","New York","Philadelphia","October",79.1,24.4,FALSE,FALSE,0.0168192652982884
"6010",915199,121484,"Philadelphia","New York","New York","Philadelphia","October",90.6,43.3,FALSE,FALSE,0.0845564616945345
"6881",915199,143345,"New York","Philadelphia","New York","Philadelphia","October",97.5,52.4,FALSE,TRUE,0.765662082625856
"6882",915199,143345,"New York","Philadelphia","New York","Philadelphia","October",92,72,FALSE,FALSE,0.0564225909066915
"7912",915199,271566,"New York","Philadelphia","New York","Philadelphia","October",88.9,46.4,FALSE,FALSE,0.0756539101525057
"7917",915199,271566,"New York","Philadelphia","New York","Philadelphia","October",92.9,62.3,FALSE,TRUE,0.155060590655697
"7934",915199,271566,"New York","Philadelphia","New York","Philadelphia","October",87.7,64.9,FALSE,TRUE,0.0667714706752037
"8040",915199,274939,"Philadelphia","New York","New York","Philadelphia","October",91.3,57.1,FALSE,FALSE,0.0540525728940716
"713",915198,10314,"DC United","Chicago","DC United","Chicago","October",74.5,39.2,FALSE,FALSE,0.0373050279922405
"717",915198,10314,"DC United","Chicago","DC United","Chicago","October",84.4,41.3,FALSE,FALSE,0.09710154306738
"1167",915198,17497,"DC United","Chicago","DC United","Chicago","October",92.2,39.4,FALSE,TRUE,0.0377922933562867
"1174",915198,17497,"DC United","Chicago","DC United","Chicago","October",92.2,51,FALSE,FALSE,0.0942998980843296
"1189",915198,18109,"DC United","Chicago","DC United","Chicago","October",78.4,28.1,FALSE,FALSE,0.0304261112367354
"1233",915198,18109,"DC United","Chicago","DC United","Chicago","October",81.9,61.2,FALSE,FALSE,0.135569592923255
"1235",915198,18109,"DC United","Chicago","DC United","Chicago","October",93,57,FALSE,FALSE,0.0820169589038346
"1384",915198,20972,"DC United","Chicago","DC United","Chicago","October",94.3,45.4,FALSE,TRUE,0.453338358693554
"2358",915198,27286,"Chicago","DC United","DC United","Chicago","October",88.6,61.1,FALSE,FALSE,0.028053258398734
"3049",915198,30749,"DC United","Chicago","DC United","Chicago","October",90.2,76.3,FALSE,TRUE,0.035423673436107
"3054",915198,30749,"DC United","Chicago","DC United","Chicago","October",73.2,41.8,FALSE,FALSE,0.0643101226228118
"3069",915198,30749,"DC United","Chicago","DC United","Chicago","October",79.2,80.2,FALSE,FALSE,0.0155348668077976
"3392",915198,38804,"DC United","Chicago","DC United","Chicago","October",87,41.8,FALSE,FALSE,0.13929677164532
"3663",915198,41571,"Chicago","DC United","DC United","Chicago","October",76.5,39.4,FALSE,FALSE,0.0370216455075815
"3681",915198,41571,"Chicago","DC United","DC United","Chicago","October",91.4,46.9,FALSE,FALSE,0.207837183614654
"3997",915198,72783,"DC United","Chicago","DC United","Chicago","October",86.7,55.4,FALSE,FALSE,0.128766311178213
"4009",915198,72783,"DC United","Chicago","DC United","Chicago","October",98.3,56.6,FALSE,TRUE,0.42367242081021
"4344",915198,85024,"Chicago","DC United","DC United","Chicago","October",71.5,28.7,FALSE,FALSE,0.01700383349823
"5330",915198,101698,"Chicago","DC United","DC United","Chicago","October",89.3,54,FALSE,FALSE,0.0973156087654836
"5601",915198,112012,"DC United","Chicago","DC United","Chicago","October",90,37,FALSE,FALSE,0.112280938239948
"5612",915198,112012,"DC United","Chicago","DC United","Chicago","October",76.9,48.9,FALSE,FALSE,0.0470219387098531
"7177",915198,143817,"Chicago","DC United","DC United","Chicago","October",76.2,39.1,FALSE,FALSE,0.0349008865984129
"7210",915198,144343,"Chicago","DC United","DC United","Chicago","October",75.9,29.7,FALSE,FALSE,0.046080572233272
"7450",915198,267015,"Chicago","DC United","DC United","Chicago","October",87.6,18,FALSE,FALSE,0.0148985837788443
"130",915197,2132,"Toronto","Columbus","Toronto","Columbus","October",67.5,52.2,FALSE,FALSE,0.0179023818201482
"131",915197,2132,"Toronto","Columbus","Toronto","Columbus","October",77,48.4,FALSE,FALSE,0.0395433245172344
"661",915197,6458,"Toronto","Columbus","Toronto","Columbus","October",77.8,65.4,FALSE,FALSE,0.0269673048008172
"667",915197,6458,"Toronto","Columbus","Toronto","Columbus","October",90.5,51.9,FALSE,FALSE,0.0733283963039324
"1462",915197,21542,"Columbus","Toronto","Toronto","Columbus","October",72.2,41.6,FALSE,FALSE,0.0340218704711799
"1470",915197,21542,"Columbus","Toronto","Toronto","Columbus","October",85.7,72.7,FALSE,TRUE,0.0385716796575716
"1476",915197,21542,"Columbus","Toronto","Toronto","Columbus","October",89.6,31.3,FALSE,FALSE,0.0633664040411783
"1502",915197,21542,"Columbus","Toronto","Toronto","Columbus","October",74.7,53.4,FALSE,FALSE,0.0373266786090894
"2032",915197,26062,"Toronto","Columbus","Toronto","Columbus","October",93.9,45.4,FALSE,FALSE,0.0991070061792221
"2193",915197,26428,"Columbus","Toronto","Toronto","Columbus","October",84.1,51.3,FALSE,FALSE,0.045258627315742
"2222",915197,26428,"Columbus","Toronto","Toronto","Columbus","October",86.4,67.5,FALSE,FALSE,0.0596884933875314
"2228",915197,26428,"Columbus","Toronto","Toronto","Columbus","October",91.5,43.5,FALSE,FALSE,0.049947933350997
"2924",915197,30582,"Toronto","Columbus","Toronto","Columbus","October",72.3,57.6,FALSE,FALSE,0.0510496308486271
"2955",915197,30582,"Toronto","Columbus","Toronto","Columbus","October",84.8,50.7,FALSE,FALSE,0.115361814145743
"4234",915197,85007,"Columbus","Toronto","Toronto","Columbus","October",92.3,44.9,FALSE,FALSE,0.0679562521210503
"4235",915197,85007,"Columbus","Toronto","Toronto","Columbus","October",76.3,73.2,FALSE,FALSE,0.0243634594834946
"4272",915197,85013,"Toronto","Columbus","Toronto","Columbus","October",87.8,31,FALSE,FALSE,0.0390346066121858
"4673",915197,90789,"Toronto","Columbus","Toronto","Columbus","October",76.8,25,FALSE,FALSE,0.0186236105951957
"4678",915197,90789,"Toronto","Columbus","Toronto","Columbus","October",95.7,28.2,FALSE,FALSE,0.0385070756702787
"5214",915197,99320,"Columbus","Toronto","Toronto","Columbus","October",89.9,31.2,FALSE,FALSE,0.0125600388903309
"5232",915197,99320,"Columbus","Toronto","Toronto","Columbus","October",80.2,56.3,FALSE,FALSE,0.0393492231990303
"5578",915197,111977,"Columbus","Toronto","Toronto","Columbus","October",96.6,59.9,FALSE,TRUE,0.218622932204758
"5580",915197,111977,"Columbus","Toronto","Toronto","Columbus","October",70,43.9,FALSE,FALSE,0.0246023681655878
"5582",915197,111977,"Columbus","Toronto","Toronto","Columbus","October",94.4,29.1,FALSE,FALSE,0.149297385899054
"5969",915197,119623,"Toronto","Columbus","Toronto","Columbus","October",84,56.9,FALSE,FALSE,0.0726300473208741
"6491",915197,126871,"Columbus","Toronto","Toronto","Columbus","October",75.7,46,FALSE,FALSE,0.0495518167359545
"6498",915197,126871,"Columbus","Toronto","Toronto","Columbus","October",77.6,51.5,FALSE,FALSE,0.049858912141172
"6613",915197,126959,"Toronto","Columbus","Toronto","Columbus","October",91.6,64,FALSE,FALSE,0.0379983093190468
"142",915196,2132,"Toronto","New York","Toronto","New York","October",76.3,63.4,FALSE,FALSE,0.0385292735919201
"158",915196,2132,"Toronto","New York","Toronto","New York","October",85.5,49.7,FALSE,FALSE,0.157045133753703
"188",915196,2703,"New York","Toronto","Toronto","New York","October",77.8,66.4,FALSE,FALSE,0.0292519026414609
"194",915196,2703,"New York","Toronto","Toronto","New York","October",81,69.4,FALSE,TRUE,0.02993667179359
"730",915196,10718,"New York","Toronto","Toronto","New York","October",74.9,44.6,FALSE,FALSE,0.0367835159153532
"748",915196,10718,"New York","Toronto","Toronto","New York","October",91.4,68.8,FALSE,FALSE,0.0554281767946814
"1994",915196,25913,"New York","Toronto","Toronto","New York","October",80.4,57.2,FALSE,FALSE,0.0581198390483791
"2989",915196,30582,"Toronto","New York","Toronto","New York","October",88,69.1,FALSE,TRUE,0.0561487746967614
"3137",915196,31773,"New York","Toronto","Toronto","New York","October",95.2,35.1,FALSE,FALSE,0.0202143728784527
"4670",915196,90789,"Toronto","New York","Toronto","New York","October",75.7,25.5,FALSE,FALSE,0.0181808613685058
"4681",915196,90789,"Toronto","New York","Toronto","New York","October",63.6,25,FALSE,FALSE,0.0132593733823634
"6321",915196,125848,"New York","Toronto","Toronto","New York","October",72.4,39.2,FALSE,FALSE,0.026350173289239
"6325",915196,125848,"New York","Toronto","Toronto","New York","October",79.2,43.1,FALSE,FALSE,0.0522973196942347
"6751",915196,130971,"Toronto","New York","Toronto","New York","October",73.8,79.6,FALSE,FALSE,0.0344668859330243
"6753",915196,130971,"Toronto","New York","Toronto","New York","October",89.5,48,FALSE,TRUE,0.223628786690714
"6890",915196,143345,"New York","Toronto","Toronto","New York","October",73.9,65.5,FALSE,FALSE,0.0236804725608917
"7890",915196,271566,"New York","Toronto","Toronto","New York","October",95.2,45,FALSE,FALSE,0.154199397491933
"271",915195,3915,"Vancouver","FC Dallas","Vancouver","FC Dallas","October",89.3,53.9,FALSE,FALSE,0.0446242317461674
"719",915195,10667,"Vancouver","FC Dallas","Vancouver","FC Dallas","October",85.2,41.5,FALSE,FALSE,0.0896905374098883
"1751",915195,23874,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",90.2,62.9,FALSE,FALSE,0.0962223600554599
"4485",915195,87540,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",88.6,33.3,FALSE,FALSE,0.0594161569525247
"4497",915195,87540,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",91.5,68.1,FALSE,FALSE,0.148902470139458
"4503",915195,87540,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",80.6,34.9,FALSE,FALSE,0.0396224742375113
"4506",915195,87540,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",84.3,65.5,FALSE,FALSE,0.0499856719364822
"5669",915195,112234,"Vancouver","FC Dallas","Vancouver","FC Dallas","October",82.5,48.4,FALSE,FALSE,0.0855648672461713
"6293",915195,125585,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",83.8,16.1,FALSE,FALSE,0.0143348220890105
"6295",915195,125585,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",84,51.3,FALSE,FALSE,0.102658221432799
"6313",915195,125585,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",77.5,60.8,FALSE,FALSE,0.0388479338984089
"6519",915195,126909,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",85.5,37,FALSE,FALSE,0.0660816624435364
"6701",915195,126969,"Vancouver","FC Dallas","Vancouver","FC Dallas","October",75.9,56.5,FALSE,FALSE,0.0394437026633352
"6994",915195,143484,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",81.6,62.7,FALSE,FALSE,0.0492369202550399
"7212",915195,144810,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",93.5,67,FALSE,FALSE,0.0725772240819641
"7528",915195,270775,"Vancouver","FC Dallas","Vancouver","FC Dallas","October",89.8,44.2,FALSE,FALSE,0.0584251760452262
"7552",915195,270775,"Vancouver","FC Dallas","Vancouver","FC Dallas","October",88.8,53,FALSE,FALSE,0.0603986900200262
"7599",915195,270775,"Vancouver","FC Dallas","Vancouver","FC Dallas","October",79.3,74,FALSE,FALSE,0.0219808758386952
"7629",915195,270780,"FC Dallas","Vancouver","Vancouver","FC Dallas","October",82.2,35.5,FALSE,FALSE,0.0461207117656258
"8099",915195,278176,"Vancouver","FC Dallas","Vancouver","FC Dallas","October",89.8,30.4,FALSE,FALSE,0.048511581348116
"136",915194,2132,"Toronto","Philadelphia","Toronto","Philadelphia","October",72.6,53.1,FALSE,FALSE,0.031566266777796
"143",915194,2132,"Toronto","Philadelphia","Toronto","Philadelphia","October",73.8,47.5,FALSE,FALSE,0.0422423219011947
"154",915194,2132,"Toronto","Philadelphia","Toronto","Philadelphia","October",81.9,63.3,FALSE,FALSE,0.0587673194473388
"1520",915194,22825,"Toronto","Philadelphia","Toronto","Philadelphia","October",78.8,39.1,FALSE,FALSE,0.0433409200633231
"1524",915194,22825,"Toronto","Philadelphia","Toronto","Philadelphia","October",69.1,45.2,FALSE,FALSE,0.0236308632382772
"1568",915194,22825,"Toronto","Philadelphia","Toronto","Philadelphia","October",82.5,45,FALSE,FALSE,0.0943005869897737
"2065",915194,26298,"Toronto","Philadelphia","Toronto","Philadelphia","October",92.6,54.5,FALSE,TRUE,0.263833629950326
"2082",915194,26298,"Toronto","Philadelphia","Toronto","Philadelphia","October",86.3,52.4,FALSE,FALSE,0.162276700182551
"2780",915194,29580,"Philadelphia","Toronto","Toronto","Philadelphia","October",72.8,51.5,FALSE,FALSE,0.0308823111430368
"2782",915194,29580,"Philadelphia","Toronto","Toronto","Philadelphia","October",92.5,64.3,FALSE,FALSE,0.0184777061856766
"2909",915194,30582,"Toronto","Philadelphia","Toronto","Philadelphia","October",75.5,36.5,FALSE,FALSE,0.0362586839162697
"2941",915194,30582,"Toronto","Philadelphia","Toronto","Philadelphia","October",75.3,72.7,FALSE,FALSE,0.0419086231287056
"2954",915194,30582,"Toronto","Philadelphia","Toronto","Philadelphia","October",79.3,37.6,FALSE,FALSE,0.104734361703285
"2971",915194,30582,"Toronto","Philadelphia","Toronto","Philadelphia","October",75.3,51.8,FALSE,FALSE,0.0484421592757861
"2993",915194,30582,"Toronto","Philadelphia","Toronto","Philadelphia","October",75.6,68.2,FALSE,FALSE,0.0525434208687158
"2999",915194,30582,"Toronto","Philadelphia","Toronto","Philadelphia","October",80.9,21.5,FALSE,TRUE,0.0389814893999921
"3006",915194,30582,"Toronto","Philadelphia","Toronto","Philadelphia","October",80,67.2,FALSE,FALSE,0.0339014936719191
"3233",915194,35891,"Philadelphia","Toronto","Toronto","Philadelphia","October",67.3,33.3,FALSE,FALSE,0.0330640890079558
"4317",915194,85019,"Toronto","Philadelphia","Toronto","Philadelphia","October",65.4,51.5,FALSE,FALSE,0.0225496395041829
"4656",915194,90399,"Philadelphia","Toronto","Toronto","Philadelphia","October",71.5,63,FALSE,FALSE,0.0221606262989814
"4692",915194,90789,"Toronto","Philadelphia","Toronto","Philadelphia","October",71.2,36.1,FALSE,FALSE,0.0222031941890591
"5960",915194,119623,"Toronto","Philadelphia","Toronto","Philadelphia","October",84,36.5,FALSE,FALSE,0.0682122962365787
"5964",915194,119623,"Toronto","Philadelphia","Toronto","Philadelphia","October",86.2,37.3,FALSE,FALSE,0.0861405868745058
"6011",915194,121484,"Philadelphia","Toronto","Toronto","Philadelphia","October",91.6,50.9,FALSE,TRUE,0.95099345462148
"6711",915194,127148,"Toronto","Philadelphia","Toronto","Philadelphia","October",86.8,63.6,FALSE,FALSE,0.0565311781570981
"6722",915194,127148,"Toronto","Philadelphia","Toronto","Philadelphia","October",86.2,77.9,FALSE,FALSE,0.0223030479927921
"1531",915193,22825,"Toronto","Chicago","Toronto","Chicago","September",71.5,48.9,FALSE,FALSE,0.0302660308165535
"1540",915193,22825,"Toronto","Chicago","Toronto","Chicago","September",88,49.3,FALSE,TRUE,0.160272937538244
"1557",915193,22825,"Toronto","Chicago","Toronto","Chicago","September",76.8,52,FALSE,FALSE,0.0478814736941816
"2025",915193,26062,"Toronto","Chicago","Toronto","Chicago","September",92.8,26.4,FALSE,FALSE,0.0382967065738849
"2072",915193,26298,"Toronto","Chicago","Toronto","Chicago","September",96.7,54,FALSE,TRUE,0.567884756855735
"2349",915193,27286,"Chicago","Toronto","Toronto","Chicago","September",97.9,37.5,FALSE,FALSE,0.183709477889908
"2836",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",85.8,67.2,FALSE,FALSE,0.0420681566736368
"2838",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",80,34.5,FALSE,FALSE,0.0322901331953995
"2841",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",89.9,59.2,FALSE,FALSE,0.122022671664997
"2846",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",74.2,43.1,FALSE,FALSE,0.0350201009308287
"2855",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",92.5,48.2,FALSE,FALSE,0.374841184286896
"2867",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",97.6,20.4,FALSE,TRUE,0.020379413710785
"2877",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",79.2,32.6,FALSE,FALSE,0.0397030794086491
"2879",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",96.4,38.2,FALSE,FALSE,0.354400044137211
"2902",915193,30582,"Toronto","Chicago","Toronto","Chicago","September",80.2,73.2,FALSE,FALSE,0.0530982498222028
"5180",915193,99318,"Toronto","Chicago","Toronto","Chicago","September",90.5,46.8,FALSE,FALSE,0.0602914812156316
"5308",915193,101698,"Chicago","Toronto","Toronto","Chicago","September",81.6,26.4,FALSE,FALSE,0.0256365927045225
"5311",915193,101698,"Chicago","Toronto","Toronto","Chicago","September",88.8,38,FALSE,TRUE,0.0976151541821203
"5315",915193,101698,"Chicago","Toronto","Toronto","Chicago","September",79.3,50.1,FALSE,FALSE,0.0751895968516559
"5320",915193,101698,"Chicago","Toronto","Toronto","Chicago","September",83.5,61.2,FALSE,TRUE,0.0655520105111505
"5329",915193,101698,"Chicago","Toronto","Toronto","Chicago","September",89.6,55.1,FALSE,FALSE,0.0538873554307954
"5892",915193,118305,"Chicago","Toronto","Toronto","Chicago","September",92.5,69.7,FALSE,FALSE,0.0544468331996922
"5928",915193,118305,"Chicago","Toronto","Toronto","Chicago","September",81.5,57.5,FALSE,FALSE,0.0425518619035738
"6726",915193,127148,"Toronto","Chicago","Toronto","Chicago","September",84.1,75.7,FALSE,FALSE,0.0249707514808201
"7209",915193,144343,"Chicago","Toronto","Toronto","Chicago","September",77.3,25.9,FALSE,FALSE,0.0196415173318783
"35",915192,48,"New York City FC","Vancouver","Vancouver","New York City FC","September",78.8,61.1,FALSE,FALSE,0.0440992517952053
"36",915192,48,"New York City FC","Vancouver","Vancouver","New York City FC","September",82.5,41.7,FALSE,FALSE,0.0412111122540971
"45",915192,48,"New York City FC","Vancouver","Vancouver","New York City FC","September",73.1,44.1,FALSE,FALSE,0.0324504272733676
"52",915192,48,"New York City FC","Vancouver","Vancouver","New York City FC","September",80.9,37.3,FALSE,FALSE,0.0588767991021025
"56",915192,48,"New York City FC","Vancouver","Vancouver","New York City FC","September",90.7,55.7,FALSE,TRUE,0.155085965735849
"164",915192,2579,"New York City FC","Vancouver","Vancouver","New York City FC","September",75.4,51,FALSE,FALSE,0.106490913416221
"170",915192,2579,"New York City FC","Vancouver","Vancouver","New York City FC","September",82.2,50,FALSE,FALSE,0.0854422803425654
"543",915192,6319,"New York City FC","Vancouver","Vancouver","New York City FC","September",76.9,58.1,FALSE,FALSE,0.05167259079159
"550",915192,6319,"New York City FC","Vancouver","Vancouver","New York City FC","September",86,39.7,FALSE,FALSE,0.106420858505294
"561",915192,6319,"New York City FC","Vancouver","Vancouver","New York City FC","September",74.6,78.2,FALSE,FALSE,0.0183856477355302
"592",915192,6319,"New York City FC","Vancouver","Vancouver","New York City FC","September",91.6,69,FALSE,FALSE,0.0690733905561367
"727",915192,10667,"Vancouver","New York City FC","Vancouver","New York City FC","September",84.6,85,FALSE,FALSE,0.0309839711036972
"1951",915192,25204,"Vancouver","New York City FC","Vancouver","New York City FC","September",79.9,50.7,FALSE,FALSE,0.0661928666271562
"1956",915192,25204,"Vancouver","New York City FC","Vancouver","New York City FC","September",70.3,69.3,FALSE,FALSE,0.0149698722526301
"1959",915192,25204,"Vancouver","New York City FC","Vancouver","New York City FC","September",95.9,54.6,FALSE,FALSE,0.201549204651743
"3215",915192,35650,"New York City FC","Vancouver","Vancouver","New York City FC","September",95.6,41.6,FALSE,FALSE,0.0646516273272911
"3531",915192,39096,"Vancouver","New York City FC","Vancouver","New York City FC","September",94.9,58.1,FALSE,FALSE,0.233173051092327
"3609",915192,39917,"New York City FC","Vancouver","Vancouver","New York City FC","September",81.7,47.8,FALSE,FALSE,0.079267059406554
"3616",915192,39917,"New York City FC","Vancouver","Vancouver","New York City FC","September",76.3,56.9,FALSE,FALSE,0.0508226884209393
