"","gameId","player","shootingTeamName","defendingTeamName","homeTeam","awayTeam","month","x","y","is.penalty","is.goal","expG"
"1714",915056,23525,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",92.5,56.9,FALSE,FALSE,0.0774686065682712
"1717",915056,23525,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",75.8,48.5,FALSE,FALSE,0.0422832678622428
"1719",915056,23525,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",79.1,52,FALSE,FALSE,0.0487488153641459
"1761",915056,23874,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",97.6,38.4,FALSE,FALSE,0.143367389571897
"3157",915056,31857,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",78.1,66.4,FALSE,FALSE,0.0261311967480458
"3165",915056,31857,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",83.9,72.6,FALSE,FALSE,0.0295191003102305
"4255",915056,85010,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",82.8,49.5,FALSE,FALSE,0.0753001511000646
"4492",915056,87540,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",86,53,FALSE,TRUE,0.129171364670176
"4499",915056,87540,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",91.5,39.8,FALSE,FALSE,0.144815817093209
"4530",915056,88033,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",90.5,63.5,FALSE,FALSE,0.11149146583895
"4538",915056,88033,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",80.1,69.6,FALSE,FALSE,0.0293618256471019
"4555",915056,88033,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",85.3,56.1,FALSE,FALSE,0.125131653147467
"4770",915056,97460,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",91,70.5,FALSE,FALSE,0.0467153283700815
"4775",915056,97460,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",89.3,45,FALSE,FALSE,0.186552341951532
"5385",915056,106516,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",91.3,45,FALSE,FALSE,0.067824679897085
"5391",915056,106516,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",75.6,23.5,FALSE,FALSE,0.0136320763916612
"5634",915056,112024,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",91.7,51.3,FALSE,FALSE,0.23936544653772
"5687",915056,112281,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",76.4,33.4,FALSE,FALSE,0.0278423002251156
"5689",915056,112281,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",86.1,33.1,FALSE,FALSE,0.0507665868090712
"5702",915056,112282,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",90.3,48,FALSE,FALSE,0.0598860453365898
"6314",915056,125585,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",76.6,55.3,FALSE,FALSE,0.0524483624285286
"6545",915056,126914,"FC Dallas","Salt Lake","Salt Lake","FC Dallas","October",96.2,35.7,FALSE,FALSE,0.11079085982645
"6592",915056,126950,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",75.6,56.9,FALSE,FALSE,0.0380502971123354
"6607",915056,126951,"Salt Lake","FC Dallas","Salt Lake","FC Dallas","October",92.7,50.9,FALSE,FALSE,0.0901034989194925
"374",915055,5206,"Seattle","Kansas City","Kansas City","Seattle","September",80.9,72.3,FALSE,FALSE,0.0269000402509909
"385",915055,5252,"Seattle","Kansas City","Kansas City","Seattle","September",87.5,33.8,FALSE,FALSE,0.150076005466777
"392",915055,5252,"Seattle","Kansas City","Kansas City","Seattle","September",93.6,58.7,FALSE,TRUE,0.434783282697249
"1118",915055,16369,"Seattle","Kansas City","Kansas City","Seattle","September",90.7,51.3,FALSE,FALSE,0.204613392928556
"1133",915055,16369,"Seattle","Kansas City","Kansas City","Seattle","September",86.6,49.3,FALSE,FALSE,0.0396725398607016
"1141",915055,16369,"Seattle","Kansas City","Kansas City","Seattle","September",76.9,58.1,FALSE,FALSE,0.0422111033897199
"1145",915055,16369,"Seattle","Kansas City","Kansas City","Seattle","September",94.3,52.4,FALSE,FALSE,0.429300864964092
"1157",915055,16369,"Seattle","Kansas City","Kansas City","Seattle","September",81.5,45.7,FALSE,FALSE,0.14990695299923
"2598",915055,28743,"Kansas City","Seattle","Kansas City","Seattle","September",81.2,61.2,FALSE,FALSE,0.0452067181152793
"5184",915055,99319,"Kansas City","Seattle","Kansas City","Seattle","September",73.5,32.6,FALSE,FALSE,0.0416430355305542
"5185",915055,99319,"Kansas City","Seattle","Kansas City","Seattle","September",84.8,73.5,FALSE,FALSE,0.0248323466238927
"5189",915055,99319,"Kansas City","Seattle","Kansas City","Seattle","September",92.2,49.1,FALSE,FALSE,0.0976613487263612
"5192",915055,99319,"Kansas City","Seattle","Kansas City","Seattle","September",87.9,48.2,FALSE,FALSE,0.199381181609289
"5744",915055,112283,"Kansas City","Seattle","Kansas City","Seattle","September",90.2,68.7,FALSE,FALSE,0.0555108774910319
"5767",915055,112283,"Kansas City","Seattle","Kansas City","Seattle","September",98,45.6,FALSE,TRUE,0.44780067739293
"5775",915055,112283,"Kansas City","Seattle","Kansas City","Seattle","September",92.3,55.5,FALSE,FALSE,0.0934510140476628
"7110",915055,143776,"Seattle","Kansas City","Kansas City","Seattle","September",72.1,52,FALSE,FALSE,0.0385310808135054
"7342",915055,239897,"Kansas City","Seattle","Kansas City","Seattle","September",83.3,33.7,FALSE,FALSE,0.0459852574580398
"7347",915055,239897,"Kansas City","Seattle","Kansas City","Seattle","September",73.9,51.3,FALSE,FALSE,0.0308033586672824
"7348",915055,239897,"Kansas City","Seattle","Kansas City","Seattle","September",90,42.1,FALSE,FALSE,0.140723018841547
"7877",915055,271565,"Kansas City","Seattle","Kansas City","Seattle","September",76.2,28.2,FALSE,FALSE,0.0183451367669839
"901",915054,11718,"Colorado","DC United","Colorado","DC United","September",91.6,40.4,FALSE,FALSE,0.0592707314840518
"902",915054,11718,"Colorado","DC United","Colorado","DC United","September",89,66.4,FALSE,FALSE,0.0778432804954648
"905",915054,11718,"Colorado","DC United","Colorado","DC United","September",72.1,45.6,FALSE,FALSE,0.037214374345394
"1178",915054,17497,"DC United","Colorado","Colorado","DC United","September",94,67.1,FALSE,FALSE,0.014402801639057
"1409",915054,20972,"DC United","Colorado","Colorado","DC United","September",79.6,39.6,FALSE,FALSE,0.0467023526712842
"1792",915054,23981,"Colorado","DC United","Colorado","DC United","September",76.2,14.1,FALSE,FALSE,0.0133744333712966
"1799",915054,23981,"Colorado","DC United","Colorado","DC United","September",68.5,52.4,FALSE,FALSE,0.0613757193465999
"1810",915054,23981,"Colorado","DC United","Colorado","DC United","September",87.5,38.4,FALSE,FALSE,0.0913122085193017
"3057",915054,30749,"DC United","Colorado","Colorado","DC United","September",84.9,75.7,FALSE,FALSE,0.0255069289792091
"3068",915054,30749,"DC United","Colorado","Colorado","DC United","September",71.2,47.8,FALSE,FALSE,0.0595282099301284
"3322",915054,38671,"Colorado","DC United","Colorado","DC United","September",73.5,70.5,FALSE,FALSE,0.0245821788450002
"3385",915054,38791,"Colorado","DC United","Colorado","DC United","September",80.2,47.4,FALSE,FALSE,0.0671606772635402
"3442",915054,38902,"Colorado","DC United","Colorado","DC United","September",83.9,54.6,FALSE,TRUE,0.0974397813061338
"5593",915054,112012,"DC United","Colorado","Colorado","DC United","September",72.9,54.2,FALSE,FALSE,0.0328099952870419
"6503",915054,126888,"DC United","Colorado","Colorado","DC United","September",82.3,81.4,FALSE,FALSE,0.0157579698086199
"6903",915054,143470,"DC United","Colorado","Colorado","DC United","September",94,44.3,FALSE,TRUE,0.931573219789455
"306",915053,4384,"Montreal","New England","New England","Montreal","October",75.9,49.9,FALSE,FALSE,0.0520847030102875
"317",915053,4384,"Montreal","New England","New England","Montreal","October",51.9,48.1,FALSE,FALSE,0.00857896096025204
"326",915053,4384,"Montreal","New England","New England","Montreal","October",87.6,63.4,FALSE,FALSE,0.0753573992791414
"334",915053,4384,"Montreal","New England","New England","Montreal","October",62,47.2,FALSE,FALSE,0.0182772335107394
"436",915053,5365,"Montreal","New England","New England","Montreal","October",88.1,59.7,FALSE,FALSE,0.132364626604998
"477",915053,5987,"Montreal","New England","New England","Montreal","October",75.5,58.5,FALSE,FALSE,0.0439045007900406
"1837",915053,24177,"Montreal","New England","New England","Montreal","October",76.9,63,FALSE,TRUE,0.0337619794710103
"2646",915053,28747,"New England","Montreal","New England","Montreal","October",77.9,49.3,FALSE,FALSE,0.0434503237486916
"2683",915053,28747,"New England","Montreal","New England","Montreal","October",84.7,43.4,FALSE,FALSE,0.0948730307854885
"2801",915053,29773,"New England","Montreal","New England","Montreal","October",80.2,77.2,FALSE,FALSE,0.0157968391313095
"5064",915053,99292,"New England","Montreal","New England","Montreal","October",78.6,73.8,FALSE,FALSE,0.0215320984842387
"5081",915053,99292,"New England","Montreal","New England","Montreal","October",87.7,68.4,FALSE,FALSE,0.048965125452696
"5458",915053,111719,"Montreal","New England","New England","Montreal","October",76.5,36.9,FALSE,FALSE,0.0400512663179172
"5493",915053,111954,"New England","Montreal","New England","Montreal","October",81.6,33.9,FALSE,FALSE,0.0402284445257806
"5506",915053,111954,"New England","Montreal","New England","Montreal","October",72.7,31.2,FALSE,FALSE,0.020245695283802
"5520",915053,111954,"New England","Montreal","New England","Montreal","October",79.1,37.5,FALSE,FALSE,0.0411445969598851
"7075",915053,143553,"Montreal","New England","New England","Montreal","October",77.7,62.3,FALSE,FALSE,0.0369908975374253
"7239",915053,179014,"Montreal","New England","New England","Montreal","October",87.4,28.5,FALSE,FALSE,0.0453517228587825
"7240",915053,179014,"Montreal","New England","New England","Montreal","October",74.1,44.8,FALSE,FALSE,0.0344891927562442
"8199",915053,287312,"Montreal","New England","New England","Montreal","October",90.3,49.9,FALSE,FALSE,0.261207383536111
"2",915052,17,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",88.6,32.5,FALSE,FALSE,0.0486636738663986
"10",915052,17,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",90.4,53.1,FALSE,FALSE,0.0749556373050064
"13",915052,17,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",74.8,43.1,FALSE,FALSE,0.0466307941712123
"20",915052,17,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",94.6,35.8,FALSE,TRUE,0.130953232223178
"23",915052,17,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",74.8,82,FALSE,FALSE,0.0331553729487797
"59",915052,88,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",84.5,48.2,FALSE,TRUE,0.133816511066779
"106",915052,88,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",91.7,50.1,FALSE,FALSE,0.384233518470908
"119",915052,88,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",76.7,41.8,FALSE,FALSE,0.0527330023336199
"1757",915052,23874,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",81.5,74.7,FALSE,FALSE,0.0228276933074227
"2448",915052,28112,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",94.7,48.4,FALSE,TRUE,0.536925418130599
"2453",915052,28112,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",76.9,26.7,FALSE,FALSE,0.0573938188258079
"2456",915052,28112,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",75.3,21.8,FALSE,FALSE,0.0334042331149146
"3430",915052,38900,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",91.4,58.2,FALSE,TRUE,0.1791952697572
"3882",915052,72638,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",86.7,28.2,FALSE,FALSE,0.0440042819843344
"3886",915052,72639,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",70.2,34.5,FALSE,FALSE,0.0260756415383176
"3890",915052,72639,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",87.9,41.5,FALSE,FALSE,0.14618161935425
"4393",915052,85029,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",89.4,34.9,FALSE,FALSE,0.094816617808409
"4524",915052,88033,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",83.8,46.7,FALSE,FALSE,0.0956105950662608
"4560",915052,88033,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",77.4,63.4,FALSE,FALSE,0.0340947555659498
"4562",915052,88033,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",94.8,70.3,FALSE,FALSE,0.0347433492636362
"4579",915052,88033,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",83.5,72.8,FALSE,FALSE,0.028136178051223
"4586",915052,88033,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",87.8,67.3,FALSE,FALSE,0.0533324167398104
"5288",915052,101068,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",92.8,47.5,FALSE,FALSE,0.102401791165844
"6284",915052,125585,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",84.8,54.8,FALSE,FALSE,0.102847191689205
"6296",915052,125585,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",91.4,41.3,FALSE,FALSE,0.169367912368492
"6355",915052,126728,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",88.8,47.5,FALSE,FALSE,0.1176326410288
"6364",915052,126728,"L.A. Galaxy","FC Dallas","L.A. Galaxy","FC Dallas","September",86.8,37,FALSE,FALSE,0.095670593859275
"6525",915052,126909,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",93.1,69.7,FALSE,FALSE,0.053144118694701
"6981",915052,143484,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",77.4,39.5,FALSE,FALSE,0.038688336955303
"7608",915052,270780,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",88,28.9,FALSE,FALSE,0.0388768586695267
"7628",915052,270780,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",87.7,47.8,FALSE,TRUE,0.0755779031461542
"7634",915052,270780,"FC Dallas","L.A. Galaxy","L.A. Galaxy","FC Dallas","September",73.8,60.8,FALSE,FALSE,0.0289385776960938
"42",915051,48,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",75.9,46.6,FALSE,FALSE,0.043006580303652
"161",915051,2579,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",68.8,39.7,FALSE,FALSE,0.044324074475866
"163",915051,2579,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",68.2,43,FALSE,FALSE,0.0453790799655953
"172",915051,2579,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",91.6,92.7,FALSE,FALSE,0.0223661935470896
"623",915051,6319,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",71.1,53.6,FALSE,FALSE,0.0286078626905096
"627",915051,6319,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",86.5,64.9,FALSE,FALSE,0.0631054478668357
"3205",915051,35650,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",93.8,57.2,FALSE,FALSE,0.0654767175267557
"3440",915051,38900,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",73.2,13.1,FALSE,FALSE,0.00972242349372374
"3497",915051,38963,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",91.4,64,FALSE,FALSE,0.0185500878482849
"3594",915051,39917,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",89.8,31.3,FALSE,FALSE,0.0369112791914501
"3604",915051,39917,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",94.8,75.6,FALSE,FALSE,0.0316248720029671
"4127",915051,77661,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",81.5,44.8,FALSE,FALSE,0.0727478020174868
"4128",915051,77661,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",99.5,0.5,FALSE,TRUE,0.00913693258132155
"4135",915051,77661,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",75.5,24,FALSE,FALSE,0.0449560023914424
"4498",915051,87540,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",92.7,38.5,FALSE,FALSE,0.141193758562769
"4544",915051,88033,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",97.6,66.4,FALSE,FALSE,0.0894123306294705
"4554",915051,88033,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",93.9,60.8,FALSE,FALSE,0.168520620716746
"4581",915051,88033,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",89.9,69.3,FALSE,FALSE,0.0518001222371568
"4590",915051,88033,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",84.2,67.5,FALSE,FALSE,0.0446696634038983
"6532",915051,126909,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",79.9,23.3,FALSE,FALSE,0.0200127210513873
"6983",915051,143484,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",90.5,27.2,FALSE,TRUE,0.0387053167238813
"6985",915051,143484,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",84.6,33.7,FALSE,FALSE,0.06005039951942
"6988",915051,143484,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",92.7,37.7,FALSE,FALSE,0.127661152770583
"7381",915051,255089,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",74.4,34.6,FALSE,FALSE,0.0543057206654202
"7387",915051,255089,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",69.4,25.5,FALSE,FALSE,0.0134291510696181
"7606",915051,270780,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",81.8,62.5,FALSE,FALSE,0.0632442429785824
"7626",915051,270780,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",74.3,67,FALSE,FALSE,0.0248355181858886
"7636",915051,270780,"FC Dallas","New York City FC","FC Dallas","New York City FC","September",84.3,34.5,FALSE,FALSE,0.0520860481943257
"8310",915051,143481,"New York City FC","FC Dallas","FC Dallas","New York City FC","September",88.5,50,TRUE,TRUE,0.7757009
"886",915050,11260,"Kansas City","San Jose","San Jose","Kansas City","October",85,66.4,FALSE,FALSE,0.0469242841131237
"988",915050,13776,"Kansas City","San Jose","San Jose","Kansas City","October",70.8,47.2,FALSE,FALSE,0.0271941280044592
"2689",915050,28962,"San Jose","Kansas City","San Jose","Kansas City","October",89.2,45.4,FALSE,FALSE,0.155983532865991
"2821",915050,29916,"San Jose","Kansas City","San Jose","Kansas City","October",88.3,46.6,FALSE,FALSE,0.0543848099160447
"3466",915050,38962,"San Jose","Kansas City","San Jose","Kansas City","October",77.5,42.3,FALSE,FALSE,0.0438845988749055
"3473",915050,38962,"San Jose","Kansas City","San Jose","Kansas City","October",90.7,55.5,FALSE,FALSE,0.0693700051896929
"3837",915050,72626,"Kansas City","San Jose","San Jose","Kansas City","October",77.4,36.6,FALSE,FALSE,0.032963447146096
"3912",915050,72770,"San Jose","Kansas City","San Jose","Kansas City","October",80.3,42.7,FALSE,FALSE,0.0577597279053939
"3916",915050,72770,"San Jose","Kansas City","San Jose","Kansas City","October",71.8,40.8,FALSE,FALSE,0.0265646418436383
"3922",915050,72770,"San Jose","Kansas City","San Jose","Kansas City","October",87.2,59.6,FALSE,FALSE,0.274684544891608
"5482",915050,111779,"San Jose","Kansas City","San Jose","Kansas City","October",96.2,58.1,FALSE,TRUE,0.289546632284622
"5755",915050,112283,"Kansas City","San Jose","San Jose","Kansas City","October",81.8,70.5,FALSE,FALSE,0.0620517940459865
"5758",915050,112283,"Kansas City","San Jose","San Jose","Kansas City","October",86,41.3,FALSE,FALSE,0.0956128871788392
"5788",915050,112283,"Kansas City","San Jose","San Jose","Kansas City","October",92.1,69.4,FALSE,FALSE,0.0513600697340885
"6133",915050,125345,"San Jose","Kansas City","San Jose","Kansas City","October",88.5,50.1,FALSE,FALSE,0.229217678754439
"6135",915050,125345,"San Jose","Kansas City","San Jose","Kansas City","October",86.6,24.6,FALSE,FALSE,0.0268894275887948
"6136",915050,125345,"San Jose","Kansas City","San Jose","Kansas City","October",85.1,25.8,FALSE,FALSE,0.0277495315517683
"6618",915050,126963,"Kansas City","San Jose","San Jose","Kansas City","October",94.7,55.1,FALSE,FALSE,0.404137542931578
"7236",915050,149548,"Kansas City","San Jose","San Jose","Kansas City","October",89,54,FALSE,FALSE,0.0586539092039504
"7648",915050,270782,"San Jose","Kansas City","San Jose","Kansas City","October",80.2,47.3,FALSE,FALSE,0.0775602766922279
"7651",915050,270782,"San Jose","Kansas City","San Jose","Kansas City","October",91.7,54.2,FALSE,FALSE,0.279444880489235
"206",915049,3431,"Houston","Colorado","Houston","Colorado","September",93.9,67.2,FALSE,FALSE,0.0893227812430429
"1023",915049,13810,"Houston","Colorado","Houston","Colorado","September",75.1,57.5,FALSE,FALSE,0.0933699210353
"1032",915049,13810,"Houston","Colorado","Houston","Colorado","September",75.8,48.2,FALSE,FALSE,0.0524303465989549
"1051",915049,13810,"Houston","Colorado","Houston","Colorado","September",84.5,26.2,FALSE,FALSE,0.0347484195296057
"1076",915049,13810,"Houston","Colorado","Houston","Colorado","September",90.6,48,FALSE,TRUE,0.273413945071795
"1663",915049,23523,"Houston","Colorado","Houston","Colorado","September",94,60.6,FALSE,FALSE,0.174459752606106
"1666",915049,23523,"Houston","Colorado","Houston","Colorado","September",78.9,26.8,FALSE,FALSE,0.0233757321115852
"1782",915049,23981,"Colorado","Houston","Houston","Colorado","September",76.4,53,FALSE,FALSE,0.090824921322271
"1783",915049,23981,"Colorado","Houston","Houston","Colorado","September",73.4,56.6,FALSE,TRUE,0.066644672083611
"1798",915049,23981,"Colorado","Houston","Houston","Colorado","September",72.9,48.4,FALSE,FALSE,0.0322155987940391
"1802",915049,23981,"Colorado","Houston","Houston","Colorado","September",91.4,33.7,FALSE,TRUE,0.0711818488392436
"1811",915049,23981,"Colorado","Houston","Houston","Colorado","September",96.1,38.8,FALSE,FALSE,0.172443655929723
"2570",915049,28625,"Houston","Colorado","Houston","Colorado","September",90.7,46,FALSE,TRUE,0.25079152543882
"3626",915049,40679,"Houston","Colorado","Houston","Colorado","September",92.2,45.4,FALSE,FALSE,0.087985405635533
"3686",915049,42829,"Houston","Colorado","Houston","Colorado","September",81.6,48.8,FALSE,FALSE,0.0951369321672244
"4886",915049,99233,"Houston","Colorado","Houston","Colorado","September",92.7,49.9,FALSE,FALSE,0.401795566796828
"4897",915049,99233,"Houston","Colorado","Houston","Colorado","September",92.2,50.9,FALSE,FALSE,0.412006484318214
"4902",915049,99233,"Houston","Colorado","Houston","Colorado","September",93.6,53.2,FALSE,FALSE,0.157506958797016
"4904",915049,99233,"Houston","Colorado","Houston","Colorado","September",98.4,49.7,FALSE,FALSE,0.823592526588067
"5869",915049,115431,"Houston","Colorado","Houston","Colorado","September",85,49,FALSE,FALSE,0.144087643200996
"6163",915049,125498,"Houston","Colorado","Houston","Colorado","September",87,38.5,FALSE,TRUE,0.0881459178829674
"6232",915049,125580,"Colorado","Houston","Houston","Colorado","September",71.9,43.9,FALSE,FALSE,0.029401956378806
"6236",915049,125580,"Colorado","Houston","Houston","Colorado","September",85.7,32.5,FALSE,FALSE,0.048492006681679
"8152",915049,280255,"Colorado","Houston","Houston","Colorado","September",87.3,69.1,FALSE,FALSE,0.0445042244937369
"1081",915048,13810,"Houston","Salt Lake","Houston","Salt Lake","September",89,45,FALSE,FALSE,0.0476848430069046
"1592",915048,23479,"Salt Lake","Houston","Houston","Salt Lake","September",97,47.2,FALSE,TRUE,0.663423807986761
"1624",915048,23479,"Salt Lake","Houston","Houston","Salt Lake","September",80.3,57.3,FALSE,FALSE,0.121826628437502
"1636",915048,23523,"Houston","Salt Lake","Houston","Salt Lake","September",90.6,32.2,FALSE,FALSE,0.0381475932505267
"1651",915048,23523,"Houston","Salt Lake","Houston","Salt Lake","September",76.7,48.2,FALSE,FALSE,0.0475046780150982
"1679",915048,23523,"Houston","Salt Lake","Houston","Salt Lake","September",89.7,37.7,FALSE,FALSE,0.239519950033865
"1681",915048,23523,"Houston","Salt Lake","Houston","Salt Lake","September",80.4,59.7,FALSE,FALSE,0.0454865457760388
"1713",915048,23525,"Salt Lake","Houston","Houston","Salt Lake","September",71.9,57.5,FALSE,FALSE,0.0286060949643207
"2562",915048,28625,"Houston","Salt Lake","Houston","Salt Lake","September",91.4,58.1,FALSE,FALSE,0.0491645350203058
"3158",915048,31857,"Salt Lake","Houston","Houston","Salt Lake","September",78.9,63.1,FALSE,FALSE,0.0403763705741386
"3453",915048,38905,"Houston","Salt Lake","Houston","Salt Lake","September",89.9,40.1,FALSE,FALSE,0.059343509826403
"3637",915048,40679,"Houston","Salt Lake","Houston","Salt Lake","September",92.6,50.3,FALSE,FALSE,0.210377837944327
"4725",915048,92594,"Salt Lake","Houston","Houston","Salt Lake","September",87.9,65.5,FALSE,FALSE,0.0657545668965581
"4730",915048,92594,"Salt Lake","Houston","Houston","Salt Lake","September",84,62.3,FALSE,FALSE,0.0635877045479556
"4773",915048,97460,"Salt Lake","Houston","Houston","Salt Lake","September",94.7,35.1,FALSE,TRUE,0.121645985195459
"4774",915048,97460,"Salt Lake","Houston","Houston","Salt Lake","September",89,67.2,FALSE,FALSE,0.14939994140668
"4776",915048,97460,"Salt Lake","Houston","Houston","Salt Lake","September",79.5,37.9,FALSE,FALSE,0.0613982274544978
"4777",915048,97460,"Salt Lake","Houston","Houston","Salt Lake","September",90,64.8,FALSE,FALSE,0.0974684099453382
"4865",915048,99233,"Houston","Salt Lake","Houston","Salt Lake","September",98,60.9,FALSE,FALSE,0.187730026062997
"5695",915048,112281,"Salt Lake","Houston","Houston","Salt Lake","September",88.3,35.7,FALSE,FALSE,0.0754378278802481
"6586",915048,126950,"Salt Lake","Houston","Houston","Salt Lake","September",95.7,52.6,FALSE,TRUE,0.630455676445159
"6595",915048,126950,"Salt Lake","Houston","Houston","Salt Lake","September",95.8,49.3,FALSE,FALSE,0.650261167557805
"6600",915048,126950,"Salt Lake","Houston","Houston","Salt Lake","September",95.4,46.3,FALSE,FALSE,0.400012870584238
"6602",915048,126950,"Salt Lake","Houston","Houston","Salt Lake","September",95.6,50.3,FALSE,FALSE,0.636026202120587
"6935",915048,143479,"Houston","Salt Lake","Houston","Salt Lake","September",79.7,71.4,FALSE,FALSE,0.0248872472842053
"6936",915048,143479,"Houston","Salt Lake","Houston","Salt Lake","September",90.7,35.1,FALSE,FALSE,0.0238041267982093
"8167",915048,283388,"Houston","Salt Lake","Houston","Salt Lake","September",94.3,30.1,FALSE,FALSE,0.0522242213800352
"8275",915048,28625,"Houston","Salt Lake","Houston","Salt Lake","September",88.5,50,TRUE,TRUE,0.7757009
"1246",915047,19267,"Portland","Salt Lake","Salt Lake","Portland","October",75.2,62.4,FALSE,FALSE,0.030557321824607
"1248",915047,19267,"Portland","Salt Lake","Salt Lake","Portland","October",86.4,74.7,FALSE,FALSE,0.0278799075403527
"1265",915047,19267,"Portland","Salt Lake","Salt Lake","Portland","October",84.4,30.7,FALSE,FALSE,0.0465382021857778
"1290",915047,19267,"Portland","Salt Lake","Salt Lake","Portland","October",86,38.2,FALSE,FALSE,0.0919676835667796
"1619",915047,23479,"Salt Lake","Portland","Salt Lake","Portland","October",88.2,34.2,FALSE,FALSE,0.0532199866137411
"1629",915047,23479,"Salt Lake","Portland","Salt Lake","Portland","October",81.7,53,FALSE,FALSE,0.0639892810015815
"1698",915047,23525,"Salt Lake","Portland","Salt Lake","Portland","October",69.8,34.7,FALSE,FALSE,0.0194403211040423
